   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.010    0.010 specifiers.py:274(Specifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:31(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:588(SpecifierSet)
        1    0.000    0.000    0.000    0.000 specifiers.py:88(_IndividualSpecifier)
      414    0.001    0.000    0.010    0.000 sre_compile.py:178(_compile_charset)
      414    0.006    0.000    0.008    0.000 sre_compile.py:207(_optimize_charset)
      900    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
       54    0.002    0.000    0.002    0.000 sre_compile.py:258(_mk_bitmap)
 1229/113    0.007    0.000    0.020    0.000 sre_compile.py:32(_compile)
      489    0.001    0.000    0.001    0.000 sre_compile.py:354(_simple)
      113    0.001    0.000    0.005    0.000 sre_compile.py:359(_compile_info)
      226    0.000    0.000    0.000    0.000 sre_compile.py:472(isstring)
      113    0.000    0.000    0.026    0.000 sre_compile.py:478(_code)
      113    0.000    0.000    0.061    0.001 sre_compile.py:493(compile)
      422    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
     2445    0.001    0.000    0.001    0.000 sre_parse.py:126(__len__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:128(__delitem__)
     5152    0.003    0.000    0.004    0.000 sre_parse.py:130(__getitem__)
      501    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
     1845    0.001    0.000    0.001    0.000 sre_parse.py:138(append)
 1705/608    0.003    0.000    0.004    0.000 sre_parse.py:140(getwidth)
      115    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
    11019    0.008    0.000    0.010    0.000 sre_parse.py:182(__next)
     3651    0.001    0.000    0.002    0.000 sre_parse.py:195(match)
     9629    0.003    0.000    0.012    0.000 sre_parse.py:201(get)
       17    0.000    0.000    0.000    0.000 sre_parse.py:205(tell)
      575    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
        2    0.000    0.000    0.000    0.000 sre_parse.py:213(isdigit)
      101    0.000    0.000    0.000    0.000 sre_parse.py:216(isname)
      159    0.000    0.000    0.000    0.000 sre_parse.py:225(_class_escape)
      377    0.000    0.000    0.001    0.000 sre_parse.py:257(_escape)
  462/115    0.002    0.000    0.034    0.000 sre_parse.py:301(_parse_sub)
  670/122    0.011    0.000    0.033    0.000 sre_parse.py:379(_parse)
      115    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
  115/113    0.000    0.000    0.034    0.000 sre_parse.py:675(parse)
      247    0.000    0.000    0.000    0.000 sre_parse.py:72(opengroup)
      247    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:85(checkgroup)
     1263    0.001    0.000    0.001    0.000 sre_parse.py:90(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:100(SSLSocket)
        1    0.000    0.000    0.000    0.000 ssl.py:56(<module>)
        1    0.000    0.000    0.000    0.000 stat.py:21(S_IMODE)
     9178    0.002    0.000    0.002    0.000 stat.py:24(S_IFMT)
      381    0.000    0.000    0.000    0.000 stat.py:40(S_ISDIR)
       18    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
     8779    0.003    0.000    0.004    0.000 stat.py:55(S_ISLNK)
        1    0.000    0.000    0.006    0.006 static.py:101(loadMimeTypes)
        4    0.000    0.000    0.000    0.000 static.py:138(getTypeAndEncoding)
        1    0.000    0.000    0.006    0.006 static.py:151(File)
       20    0.000    0.000    0.000    0.000 static.py:220(__init__)
       21    0.000    0.000    0.002    0.000 static.py:279(getChild)
        4    0.000    0.000    0.000    0.000 static.py:318(openForReading)
        3    0.000    0.000    0.000    0.000 static.py:323(getFileSize)
        1    0.000    0.000    0.000    0.000 static.py:38(Data)
        3    0.000    0.000    0.000    0.000 static.py:536(_setContentHeaders)
        3    0.000    0.000    0.000    0.000 static.py:556(makeProducer)
        4    0.000    0.000    0.018    0.004 static.py:592(render_GET)
       15    0.000    0.000    0.000    0.000 static.py:652(createSimilarFile)
        1    0.000    0.000    0.000    0.000 static.py:662(StaticProducer)
        3    0.000    0.000    0.000    0.000 static.py:675(__init__)
        3    0.000    0.000    0.000    0.000 static.py:691(stopProducing)
        1    0.000    0.000    0.006    0.006 static.py:7(<module>)
        1    0.000    0.000    0.000    0.000 static.py:70(Redirect)
        1    0.000    0.000    0.000    0.000 static.py:704(NoRangeStaticProducer)
        3    0.000    0.000    0.017    0.006 static.py:709(start)
       25    0.000    0.000    0.020    0.001 static.py:713(resumeProducing)
        1    0.000    0.000    0.000    0.000 static.py:728(SingleRangeStaticProducer)
        1    0.000    0.000    0.000    0.000 static.py:770(MultipleRangeStaticProducer)
        1    0.000    0.000    0.000    0.000 static.py:79(Registry)
        1    0.000    0.000    0.000    0.000 static.py:834(ASISProcessor)
        5    0.000    0.000    0.000    0.000 static.py:85(__init__)
        1    0.000    0.000    0.000    0.000 static.py:868(DirectoryLister)
        1    0.000    0.000    0.000    0.000 stringprep.py:6(<module>)
        1    0.000    0.000    0.000    0.000 styles.py:111(Ephemeral)
        1    0.000    0.000    0.000    0.000 styles.py:170(Versioned)
        1    0.000    0.000    0.000    0.000 styles.py:9(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1098(_get_handles)
        6    0.000    0.000    0.000    0.000 subprocess.py:1147(_set_cloexec_flag)
        3    0.000    0.000    0.000    0.000 subprocess.py:1160(pipe_cloexec)
        1    0.000    0.000    0.002    0.002 subprocess.py:1186(_execute_child)
        2    0.000    0.000    0.000    0.000 subprocess.py:1207(_close_in_parent)
        1    0.000    0.000    0.000    0.000 subprocess.py:1329(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 subprocess.py:1343(_internal_poll)
        1    0.000    0.000    0.000    0.000 subprocess.py:1370(wait)
        1    0.000    0.000    0.002    0.002 subprocess.py:1391(_communicate)
        1    0.000    0.000    0.002    0.002 subprocess.py:1485(_communicate_with_select)
        1    0.001    0.001    0.002    0.002 subprocess.py:387(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:400(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:458(_cleanup)
        2    0.000    0.000    0.001    0.001 subprocess.py:473(_eintr_retry_call)
        1    0.000    0.000    0.000    0.000 subprocess.py:647(Popen)
        1    0.000    0.000    0.002    0.002 subprocess.py:648(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:753(__del__)
        1    0.000    0.000    0.002    0.002 subprocess.py:767(communicate)
        1    0.000    0.000    0.000    0.000 symbol.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:439(get_config_vars)
        1    0.000    0.000    0.000    0.000 sysconfig.py:518(get_platform)
        1    0.000    0.000    0.000    0.000 task.py:262(SchedulerError)
        1    0.000    0.000    0.000    0.000 task.py:27(LoopingCall)
        1    0.000    0.000    0.000    0.000 task.py:272(SchedulerStopped)
        1    0.000    0.000    0.000    0.000 task.py:280(TaskFinished)
        1    0.000    0.000    0.000    0.000 task.py:288(TaskDone)
        1    0.000    0.000    0.000    0.000 task.py:295(TaskStopped)
        1    0.000    0.000    0.000    0.000 task.py:302(TaskFailed)
        1    0.000    0.000    0.000    0.000 task.py:310(NotPaused)
        1    0.000    0.000    0.000    0.000 task.py:318(_Timer)
        1    0.000    0.000    0.000    0.000 task.py:335(CooperativeTask)
        1    0.000    0.000    0.000    0.000 task.py:499(Cooperator)
        1    0.000    0.000    0.000    0.000 task.py:532(__init__)
        1    0.000    0.000    0.000    0.000 task.py:7(<module>)
        1    0.000    0.000    0.000    0.000 task.py:724(Clock)
        2    0.000    0.000    0.000    0.000 tcp.py:1007(_buildAddr)
        2    0.000    0.000    0.001    0.000 tcp.py:1012(doRead)
        1    0.000    0.000    0.000    0.000 tcp.py:1100(_logConnectionLostMsg)
        1    0.000    0.000    0.000    0.000 tcp.py:1107(connectionLost)
        3    0.000    0.000    0.000    0.000 tcp.py:1126(logPrefix)
        1    0.000    0.000    0.000    0.000 tcp.py:1142(Connector)
        1    0.000    0.000    0.000    0.000 tcp.py:116(_SocketCloser)
        3    0.000    0.000    0.000    0.000 tcp.py:119(_closeSocket)
        1    0.000    0.000    0.000    0.000 tcp.py:145(_AbortingMixin)
        1    0.000    0.000    0.000    0.000 tcp.py:172(Connection)
        2    0.000    0.000    0.000    0.000 tcp.py:186(__init__)
       26    0.000    0.000    1.706    0.066 tcp.py:199(doRead)
       26    0.000    0.000    1.705    0.066 tcp.py:218(_dataReceived)
       45    0.000    0.000    0.003    0.000 tcp.py:234(writeSomeData)
        2    0.000    0.000    0.000    0.000 tcp.py:283(connectionLost)
       73    0.000    0.000    0.000    0.000 tcp.py:304(logPrefix)
        1    0.000    0.000    0.000    0.000 tcp.py:325(_BaseBaseClient)
        1    0.000    0.000    0.000    0.000 tcp.py:490(BaseClient)
        1    0.000    0.000    0.000    0.000 tcp.py:643(_BaseTCPClient)
        1    0.000    0.000    0.000    0.000 tcp.py:735(Client)
        1    0.000    0.000    0.000    0.000 tcp.py:744(Server)
        2    0.000    0.000    0.001    0.000 tcp.py:762(__init__)
       26    0.000    0.000    0.001    0.000 tcp.py:836(getHost)
       26    0.000    0.000    0.000    0.000 tcp.py:846(getPeer)
        1    0.000    0.000    0.000    0.000 tcp.py:856(Port)
        1    0.000    0.000    0.006    0.006 tcp.py:9(<module>)
        1    0.000    0.000    0.000    0.000 tcp.py:913(__init__)
        1    0.000    0.000    0.000    0.000 tcp.py:957(createInternetSocket)
        1    0.000    0.000    0.001    0.001 tcp.py:964(startListening)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.002    0.002    0.005    0.005 tempfile.py:18(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:372(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:501(SpooledTemporaryFile)
        1    0.001    0.001    0.002    0.002 template.py:20(<module>)
        1    0.000    0.000    0.000    0.000 template.py:356(TagLoader)
        1    0.000    0.000    0.000    0.000 template.py:378(XMLString)
        1    0.000    0.000    0.000    0.000 template.py:408(XMLFile)
        1    0.000    0.000    0.000    0.000 template.py:420(__init__)
        1    0.000    0.000    0.000    0.000 template.py:494(_TagFactory)
        1    0.000    0.000    0.000    0.000 template.py:52(_NSContext)
        1    0.000    0.000    0.000    0.000 template.py:93(_ToStan)
        1    0.000    0.000    0.000    0.000 tests.py:10(<module>)
      404    0.001    0.000    0.003    0.000 textwrap.py:115(__init__)
      404    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
      404    0.001    0.000    0.004    0.000 textwrap.py:163(_split)
       12    0.000    0.000    0.000    0.000 textwrap.py:210(_handle_long_word)
      404    0.002    0.000    0.003    0.000 textwrap.py:243(_wrap_chunks)
      404    0.001    0.000    0.008    0.000 textwrap.py:316(wrap)
      404    0.001    0.000    0.012    0.000 textwrap.py:343(wrap)
        1    0.000    0.000    0.000    0.000 threadable.py:104(getThreadID)
        1    0.000    0.000    0.000    0.000 threadable.py:118(registerAsIOThread)
        1    0.000    0.000    0.000    0.000 threadable.py:14(DummyLock)
       66    0.000    0.000    0.001    0.000 threadable.py:33(_synchPre)
       66    0.000    0.000    0.000    0.000 threadable.py:43(_synchPost)
        5    0.000    0.000    0.000    0.000 threadable.py:48(_sync)
    66/33    0.000    0.000    0.007    0.000 threadable.py:49(sync)
        3    0.000    0.000    0.000    0.000 threadable.py:60(synchronize)
        1    0.000    0.000    0.000    0.000 threadable.py:76(init)
        1    0.000    0.000    0.000    0.000 threadable.py:8(<module>)
        1    0.000    0.000    0.000    0.000 threadable.py:88(XLock)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        5    0.000    0.000    0.000    0.000 threading.py:1008(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1058(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1088(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1090(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1097(_set_daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1128(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:113(RLock)
       11    0.000    0.000    0.000    0.000 threading.py:1152(currentThread)
        1    0.000    0.000    0.000    0.000 threading.py:124(_RLock)
        4    0.000    0.000    0.000    0.000 threading.py:131(__init__)
       81    0.000    0.000    0.001    0.000 threading.py:146(acquire)
       81    0.000    0.000    0.000    0.000 threading.py:186(release)
       15    0.000    0.000    0.000    0.000 threading.py:241(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:254(_Condition)
       15    0.000    0.000    0.000    0.000 threading.py:259(__init__)
        7    0.000    0.000    0.000    0.000 threading.py:293(_release_save)
        7    0.000    0.000    0.000    0.000 threading.py:296(_acquire_restore)
      251    0.000    0.000    0.002    0.000 threading.py:299(_is_owned)
        7    0.000    0.000    0.002    0.000 threading.py:308(wait)
      244    0.003    0.000    0.005    0.000 threading.py:372(notify)
        1    0.000    0.000    0.000    0.000 threading.py:399(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:422(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:514(_BoundedSemaphore)
        6    0.000    0.000    0.000    0.000 threading.py:541(Event)
        1    0.000    0.000    0.000    0.000 threading.py:551(_Event)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        6    0.000    0.000    0.000    0.000 threading.py:560(__init__)
       10    0.000    0.000    0.000    0.000 threading.py:569(isSet)
        1    0.000    0.000    0.000    0.000 threading.py:575(set)
       31    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        5    0.000    0.000    0.001    0.000 threading.py:602(wait)
      425    0.000    0.000    0.000    0.000 threading.py:63(_note)
        1    0.000    0.000    0.000    0.000 threading.py:640(Thread)
        6    0.000    0.000    0.000    0.000 threading.py:656(__init__)
        5    0.000    0.000    0.000    0.000 threading.py:709(_set_daemon)
        5    0.001    0.000    0.002    0.000 threading.py:726(start)
        1    0.000    0.000    0.000    0.000 threading.py:789(_set_ident)
        5    0.000    0.000    0.001    0.000 threading.py:911(join)
        1    0.000    0.000    0.000    0.000 threading.py:983(ident)
        1    0.000    0.000    0.000    0.000 threadpool.py:10(<module>)
      239    0.001    0.000    0.020    0.000 threadpool.py:100(_startSomeWorkers)
      238    0.001    0.000    0.045    0.000 threadpool.py:120(callInThreadWithCallback)
        1    0.000    0.000    0.001    0.001 threadpool.py:217(stop)
        2    0.000    0.000    0.000    0.000 threadpool.py:233(adjustPoolsize)
        1    0.000    0.000    0.000    0.000 threadpool.py:28(ThreadPool)
        1    0.000    0.000    0.000    0.000 threadpool.py:47(__init__)
        1    0.000    0.000    0.000    0.000 threadpool.py:65(start)
        5    0.000    0.000    0.003    0.001 threadpool.py:75(startAWorker)
      238    0.001    0.000    0.047    0.000 threads.py:22(deferToThreadPool)
      238    0.002    0.000    0.049    0.000 threads.py:58(deferToThread)
        1    0.000    0.000    0.000    0.000 threads.py:8(<module>)
        1    0.000    0.000    0.000    0.000 tls.py:162(_ProducerMembrane)
        1    0.000    0.000    0.000    0.000 tls.py:210(TLSMemoryBIOProtocol)
        1    0.001    0.001    0.004    0.004 tls.py:36(<module>)
        1    0.000    0.000    0.000    0.000 tls.py:587(TLSMemoryBIOFactory)
        1    0.000    0.000    0.000    0.000 tls.py:64(_PullToPush)
       76    0.000    0.000    0.040    0.001 tnail_services.py:107(create_small_thumbnail)
        3    0.000    0.000    1.224    0.408 tnail_services.py:143(create_large_thumbnail)
       79    0.000    0.000    1.264    0.016 tnail_services.py:162(create_thumbnail)
        3    0.000    0.000    0.001    0.000 tnail_services.py:183(create_thumbnail_for_pdf)
       88    0.000    0.000    0.040    0.000 tnail_services.py:251(timecheck_thumbnail_file)
       79    0.000    0.000    1.267    0.016 tnail_services.py:269(create_thumbnail_for_file)
        1    0.000    0.000    0.000    0.000 tnail_services.py:31(check_for_ghostscript)
       79    0.000    0.000    1.224    0.015 tnail_services.py:45(_create_thumbnail)
        1    0.002    0.002    0.177    0.177 tnail_services.py:6(<module>)
       88    0.000    0.000    0.000    0.000 tnail_services.py:94(return_thumbnail_name)
        1    0.000    0.000    0.000    0.000 token.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:145(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:147(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:178(Untokenizer)
        1    0.000    0.000    0.016    0.016 tokenize.py:23(<module>)
       19    0.000    0.000    0.000    0.000 tokenize.py:44(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:46(maybe)
        1    0.000    0.000    0.000    0.000 tty.py:1(<module>)
        1    0.000    0.000    0.005    0.005 udp.py:16(<module>)
        1    0.000    0.000    0.000    0.000 udp.py:358(MulticastMixin)
        1    0.000    0.000    0.000    0.000 udp.py:414(MulticastPort)
        1    0.000    0.000    0.000    0.000 udp.py:57(Port)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:31(StreamReader)
        2    0.000    0.000    0.000    0.000 unicode_escape.py:36(getregentry)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:8(<module>)
        1    0.000    0.000    0.000    0.000 urllib.py:1003(addinfourl)
      813    0.000    0.000    0.001    0.000 urllib.py:1043(_is_unicode)
        1    0.000    0.000    0.000    0.000 urllib.py:110(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 urllib.py:116(URLopener)
      485    0.000    0.000    0.000    0.000 urllib.py:1203(<genexpr>)
      813    0.001    0.000    0.002    0.000 urllib.py:1207(unquote)
        1    0.001    0.001    0.001    0.001 urllib.py:23(<module>)
        1    0.000    0.000    0.000    0.000 urllib.py:610(FancyURLopener)
        1    0.000    0.000    0.000    0.000 urllib.py:854(ftpwrapper)
        1    0.000    0.000    0.000    0.000 urllib.py:949(addbase)
        1    0.000    0.000    0.000    0.000 urllib.py:978(addclosehook)
        1    0.000    0.000    0.000    0.000 urllib.py:993(addinfo)
        1    0.000    0.000    0.000    0.000 urllib2.py:1072(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1090(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1102(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1211(HTTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1219(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1226(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 urllib2.py:1244(UnknownHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1308(FileHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1360(FTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:137(URLError)
        1    0.000    0.000    0.000    0.000 urllib2.py:1420(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:150(HTTPError)
        1    0.000    0.000    0.000    0.000 urllib2.py:197(Request)
        1    0.000    0.000    0.000    0.000 urllib2.py:311(OpenerDirector)
        1    0.000    0.000    0.000    0.000 urllib2.py:493(BaseHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:512(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 urllib2.py:529(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:533(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:710(ProxyHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:753(HTTPPasswordMgr)
        1    0.001    0.001    0.006    0.006 urllib2.py:76(<module>)
        1    0.000    0.000    0.000    0.000 urllib2.py:817(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.001    0.001 urllib2.py:827(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:890(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:902(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:932(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urlparse.py:120(SplitResult)
        1    0.000    0.000    0.000    0.000 urlparse.py:128(ParseResult)
        1    0.000    0.000    0.003    0.003 urlparse.py:29(<module>)
      485    0.000    0.000    0.000    0.000 urlparse.py:331(<genexpr>)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 urlpath.py:10(URLPath)
        1    0.000    0.000    0.000    0.000 urlpath.py:7(<module>)
        3    0.000    0.000    0.000    0.000 utf_8.py:15(decode)
        1    0.000    0.000    0.000    0.000 util.py:110(DeferredResource)
        1    0.000    0.000    0.000    0.000 util.py:154(OrderedDict)
        1    0.000    0.000    0.000    0.000 util.py:210(_SourceLineElement)
        1    0.000    0.000    0.000    0.000 util.py:242(_SourceFragmentElement)
        1    0.000    0.000    0.000    0.000 util.py:27(InsensitiveDict)
        1    0.000    0.000    0.000    0.000 util.py:291(_FrameElement)
        1    0.000    0.000    0.000    0.000 util.py:341(_StackElement)
        1    0.000    0.000    0.000    0.000 util.py:362(FailureElement)
        1    0.000    0.000    0.003    0.003 util.py:4(<module>)
        1    0.000    0.000    0.000    0.000 util.py:433(LineLog)
        1    0.000    0.000    0.000    0.000 util.py:479(IntervalDifferential)
        1    0.000    0.000    0.021    0.021 util.py:5(<module>)
        1    0.000    0.000    0.000    0.000 util.py:514(_IntervalDifferentialIterator)
        1    0.000    0.000    0.000    0.000 util.py:552(FancyStrMixin)
        1    0.000    0.000    0.000    0.000 util.py:590(FancyEqMixin)
        1    0.000    0.000    0.000    0.000 util.py:64(Redirect)
        1    0.001    0.001    0.007    0.007 util.py:7(<module>)
        1    0.000    0.000    0.000    0.000 util.py:76(find_library)
        1    0.000    0.000    0.000    0.000 util.py:761(SubclassableCStringIO)
        1    0.000    0.000    0.000    0.000 util.py:78(ChildRedirector)
      112    0.000    0.000    0.006    0.000 util.py:815(untilConcludes)
        1    0.000    0.000    0.000    0.000 util.py:98(ParentRedirect)
        1    0.001    0.001    0.002    0.002 utils.py:10(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:145(open_if_exists)
        1    0.000    0.000    0.000    0.000 utils.py:294(LRUCache)
        3    0.000    0.000    0.000    0.000 utils.py:301(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:307(_postinit)
       35    0.000    0.000    0.000    0.000 utils.py:336(get)
       35    0.000    0.000    0.000    0.000 utils.py:380(__getitem__)
        4    0.000    0.000    0.000    0.000 utils.py:402(__setitem__)
        1    0.000    0.000    0.000    0.000 utils.py:479(Cycler)
        1    0.001    0.001    0.002    0.002 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:505(Joiner)
       16    0.000    0.000    0.000    0.000 utils.py:79(internalcode)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.004    0.004 version.py:14(<module>)
        1    0.000    0.000    0.003    0.003 version.py:201(Version)
      335    0.003    0.000    0.008    0.000 version.py:208(__init__)
     1279    0.001    0.000    0.001    0.000 version.py:217(<genexpr>)
      335    0.001    0.000    0.002    0.000 version.py:246(__str__)
     1279    0.000    0.000    0.000    0.000 version.py:254(<genexpr>)
       12    0.000    0.000    0.000    0.000 version.py:258(<genexpr>)
     1005    0.000    0.000    0.000    0.000 version.py:308(_parse_letter_version)
      335    0.000    0.000    0.000    0.000 version.py:340(_parse_local_version)
      335    0.002    0.000    0.002    0.000 version.py:351(_cmpkey)
      371    0.000    0.000    0.000    0.000 version.py:360(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:46(InvalidVersion)
        1    0.000    0.000    0.000    0.000 version.py:52(_BaseVersion)
        1    0.000    0.000    0.000    0.000 version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 version.py:82(LegacyVersion)
        1    0.000    0.000    0.000    0.000 versions.py:117(__str__)
        1    0.000    0.000    0.000    0.000 versions.py:17(_inf)
       11    0.000    0.000    0.000    0.000 versions.py:201(_getSVNVersion)
        8    0.000    0.000    0.000    0.000 versions.py:250(getVersionString)
        1    0.000    0.000    0.000    0.000 versions.py:38(IncomparableVersions)
        1    0.000    0.000    0.000    0.000 versions.py:45(Version)
       11    0.000    0.000    0.000    0.000 versions.py:53(__init__)
       11    0.000    0.000    0.000    0.000 versions.py:73(short)
       11    0.000    0.000    0.000    0.000 versions.py:85(base)
        1    0.000    0.000    0.000    0.000 versions.py:9(<module>)
        1    0.000    0.000    0.000    0.000 visitor.py:10(<module>)
        1    0.000    0.000    0.000    0.000 visitor.py:14(NodeVisitor)
     5772    0.002    0.000    0.005    0.000 visitor.py:26(get_visitor)
   5772/6    0.005    0.000    0.070    0.012 visitor.py:34(visit)
 2981/463    0.003    0.000    0.017    0.000 visitor.py:41(generic_visit)
        1    0.000    0.000    0.000    0.000 visitor.py:47(NodeTransformer)
   1358/3    0.003    0.000    0.016    0.005 visitor.py:58(generic_visit)
        2    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        3    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        3    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
        3    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        3    0.000    0.000    0.000    0.000 warnings.py:45(filterwarnings)
        1    0.000    0.000    0.000    0.000 weakref.py:101(get)
        1    0.000    0.000    0.000    0.000 weakref.py:223(__new__)
        1    0.000    0.000    0.000    0.000 weakref.py:228(__init__)
      356    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:245(remove)
      114    0.000    0.000    0.000    0.000 weakref.py:252(__delitem__)
      564    0.000    0.000    0.000    0.000 weakref.py:261(__setitem__)
      678    0.000    0.000    0.001    0.000 weakref.py:283(get)
      446    0.000    0.000    0.000    0.000 weakref.py:350(keys)
        2    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:79(__setitem__)
        1    0.000    0.000    0.000    0.000 win32.py:103(_ErrorFormatter)
        1    0.000    0.000    0.000    0.000 win32.py:118(__init__)
        1    0.000    0.000    0.001    0.001 win32.py:12(<module>)
        1    0.000    0.000    0.000    0.000 win32.py:123(fromEnvironment)
        1    0.000    0.000    0.000    0.000 win32.py:35(FakeWindowsError)
        1    0.000    0.000    0.000    0.000 win32eventreactor.py:45(<module>)
        1    0.000    0.000    0.000    0.000 xmlreader.py:11(XMLReader)
        1    0.000    0.000    0.000    0.000 xmlreader.py:163(Locator)
        1    0.000    0.000    0.000    0.000 xmlreader.py:187(InputSource)
        1    0.000    0.000    0.000    0.000 xmlreader.py:2(<module>)
        1    0.000    0.000    0.000    0.000 xmlreader.py:276(AttributesImpl)
        1    0.000    0.000    0.000    0.000 xmlreader.py:341(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 xmlreader.py:91(IncrementalParser)
        2    0.000    0.000    0.000    0.000 zipfile.py:1243(__del__)
        4    0.000    0.000    0.000    0.000 zipfile.py:1247(close)
        1    0.000    0.000    0.000    0.000 zipfile.py:1353(PyZipFile)
        2    0.000    0.000    0.000    0.000 zipfile.py:158(_EndRecData64)
        1    0.000    0.000    0.000    0.000 zipfile.py:20(BadZipfile)
        2    0.000    0.000    0.000    0.000 zipfile.py:201(_EndRecData)
